brand;model;year_from;year_to;engine_volume;fuel_type;oil_ngn_5w30_product;oil_ngn_5w30_article;oil_ngn_5w40_product;oil_ngn_5w40_article;oil_specs;oil_fill_liters;filter_oil_mann;filter_oil_lynx;filter_oil_sufix;filter_air_mann;filter_air_lynx;filter_air_sufix;filter_cabin_mann;filter_cabin_lynx;filter_cabin_sufix;notes;at_type;at_oil_specs;at_oil_fill_liters;at_ngn_product;at_ngn_article;filter_oil_oe;filter_air_oe;filter_cabin_oe;oil_ngn_aline_5w30_product;oil_ngn_aline_5w30_article;oil_ngn_aline_5w40_product;oil_ngn_aline_5w40_article
Honda;Civic;2008;2011;2.2L i-CTDi;дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA C2/C3, 5W-30;нет данных;HU 712/9 x;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Honda;Breeze/CR-V;2021;2024;1.5L Turbo;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SP/SN, 0W-20;3.5;W 610/6;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Honda;Breeze/CR-V;2021;2024;2.0L Hybrid;гибрид;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SP/SN, 0W-20;3.7;W 610/6;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Hyundai;Getz;2007;2008;1.4L G4EE / 1.6L G4ED;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SL/SM/SN, 5W-30 / 5W-40;3.3;W 811/80;нет данных;нет данных;нет данных;нет данных;нет данных;CU 1519;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Hyundai;Accent;2006;2010;1.4L G4EE / 1.6L G4ED;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SL/SM/SN, 5W-30 / 5W-40;3.3;W 811/80;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Hyundai;Elantra;2010;2013;1.6L D-CVVT;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SM, 5W-20 / 5W-30;3.3;W 811/80;нет данных;нет данных;нет данных;нет данных;нет данных;CU 24 013/2;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Hyundai;Elantra;2010;2013;1.8L (148 л.с.);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SM, 5W-20 / 5W-30;4.0;W 811/80;нет данных;нет данных;нет данных;нет данных;нет данных;CU 24 013/2;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Hyundai;Starex;2009;2015;2.5 CRDi D4CB;дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA C2/C3 (DPF) / ACEA B4, 5W-30;6.5-6.7;W 930/26;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Hyundai;Starex;2009;2015;2.4L G4KG;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SM/SN;4.5;W 811/80;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Hyundai;ix35;2014;2015;2.0 MPI / GDI;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA A3/A5, 5W-20 / 5W-30;4.1;W 811/80;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Hyundai;ix35;2014;2015;2.0 CRDi;дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA C3, 5W-30;8.0-8.7;HU 7027 z;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Hyundai;Creta;2017;2022;1.6L MPI G4FG;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA A3/B4 / API SM, 5W-30;3.6;W 8017 / W 811/80;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Hyundai;Creta;2017;2022;2.0L MPI G4NL;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA C5/C6 0W-20 / ACEA A5 5W-30;4.2-5.0;W 811/80;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Hyundai;Palisade;2022;2024;3.8 GDI V6 (G6DN);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN/SP, ACEA A5/B5;6.5;HU 7019 z;нет данных;нет данных;нет данных (OEM Hyundai 28113S8100);нет данных;нет данных;нет данных (OEM Hyundai 97133S8000);нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Hyundai;Palisade;2022;2024;2.2 CRDi D4HB;дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA C3, API SN (Low SAPS, с DPF);6.5;HU 7027 z;нет данных;нет данных;нет данных (OEM Hyundai 28113S8100);нет данных;нет данных;нет данных (OEM Hyundai 97133S8000);нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Hyundai;i30;2013;2015;1.4L / 1.6L MPI;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SM, ACEA A5, 5W-30;3.6;W 7023 / W 8017;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Hyundai;i30;2013;2015;1.6 CRDi;дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA C2/C3, 5W-30;5.3;HU 7001 x;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Jeep;Cherokee;1996;2001;4.0L I6;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API Certified, 5W-30;5.7;W 920/17 / W 719/12;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Jeep;Cherokee;1996;2001;2.5L I4;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API Certified, 5W-30;3.8;W 920/17 / W 719/12;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Jeep;Cherokee;1996;2001;2.5 TD (ENC, дизель);дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API CF-4, ACEA B3/B4;5.0;W 920/6;нет данных;нет данных;C 13 109;нет данных;нет данных;нет данных (XJ не оснащался штатным салонным фильтром);нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Kia;Ceed;2010;2018;1.4L / 1.6L MPI;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA A5 / API SN, 5W-30;3.6;W 811/80;нет данных;нет данных;C 2029 / C 26 022;нет данных;нет данных;CU 2532 / CU 24 013;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Kia;Ceed;2010;2018;1.6L GDI;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA A5 / API SN, 5W-30;3.6;W 8017;нет данных;нет данных;C 26 022;нет данных;нет данных;CU 24 013;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Kia;Ceed;2010;2018;1.6 CRDi;дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA C2/C3, 5W-30;5.3;HU 7001 x;нет данных;нет данных;C 2029 / C 26 022;нет данных;нет данных;CU 2532 / CU 24 013;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Kia;Cerato;2013;2020;1.6L MPI;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SM/SN, 5W-30;3.6;W 811/80;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Kia;Cerato;2013;2020;2.0L GDI;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SM/SN, 5W-30;4.0;W 811/80;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Kia;Rio;2011;2017;1.4L MPI / 1.6L MPI;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN, ACEA A5/B5, 5W-30;3.3;W 811/80;нет данных;нет данных;C 25 016;нет данных;нет данных;CU 2336;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;26300-35531;28113-1R100;97133-2E210;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Kia;Sorento;2009;2012;2.4L MPI;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA A3/A5, 5W-30;4.6;W 811/80;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Kia;Sorento;2009;2012;2.2 CRDi;дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA C3, 5W-30;6.7;HU 7027 z;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Mazda;6;2012;2015;2.0L (GH);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SL/SN, 5W-30;4.3;W 712/73;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Mazda;6;2012;2015;2.0L Skyactiv-G (GJ) / 2.5L Skyactiv-G (GJ);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN, 0W-20 / 5W-30;4.2;HU 7005 X;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Mitsubishi;Lancer;2007;2010;1.5L;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN / ILSAC GF-5;4.2;W 610/3;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Mitsubishi;Lancer;2007;2010;1.8L / 2.0L;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN, 5W-30;4.3;W 811/80;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Mitsubishi;Outlander;2012;2014;2.0L / 2.4L;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SM/SN, 0W-20 / 5W-30;4.3-4.6;W 811/80;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Mitsubishi;Outlander;2012;2014;3.0L V6;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SM/SN, 0W-20 / 5W-30;4.3;W 811/80;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Mitsubishi;Pajero;2006;2011;3.8L V6;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA C3, API SN, 5W-30;4.9;W 811/80;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Mitsubishi;Pajero;2006;2011;3.2 DI-D;дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA C3, 5W-30;9.3;W 9069;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Nissan;Almera;2013;2018;1.6L (K4M/HR16DE);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA A3/B4, 5W-40 / 5W-30;4.8;W 75/3;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Nissan;Qashqai;2014;2018;1.2 DIG-T;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA C3, API SP/SN, 5W-30;4.6;W 7015;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Nissan;Qashqai;2014;2018;1.6 dCi;дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA C4 (RN0720), 5W-30;5.5;HU 10006 z;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Opel;Astra;2010;2015;1.4 Turbo;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;DEXOS 2 / ACEA C3, 5W-30;4.0;HU 612/2 X;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Opel;Astra;2010;2015;1.6L (A16XER);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA A3/B4, 5W-30;4.5;HU 612/2 X;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Opel;Astra;2010;2015;1.7 CDTI / 2.0 CDTI;дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;DEXOS 2 / ACEA C3, 5W-30;4.5-5.4;HU 7004/1 x;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Peugeot;308;2013;2015;1.6 THP (EP6);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA C2 (PSA B71 2312), 0W-30;4.25;HU 711/51 X;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Peugeot;308;2013;2015;1.6 HDi;дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA C2/C3 (PSA B71 2290), 5W-30;3.8;HU 716/2 x;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Renault;Duster;2011;2015;1.6L (K4M) / 2.0 (F4R);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA A3/B4 (RN0700), 5W-30 / 5W-40;4.8-5.4;W 75/3;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Renault;Duster;2011;2015;1.5 dCi (K9K);дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA C3 (RN0710), 0W-40 / 5W-40;4.5;W 79;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Skoda;Rapid;2014;2015;1.6 MPI (CFNA);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;VW 502 00, 5W-30 / 5W-40;3.6;W 712/94;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Skoda;Rapid;2014;2015;1.4 TSI;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;VW 502 00, 5W-40;3.6;W 712/94;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
SsangYong;Actyon;2010;2013;2.0 XDi (149 л.с.);дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;MB 229.51 / ACEA C3, 5W-30;6.0;HU 727/1 x;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
SsangYong;Actyon;2010;2013;2.3L;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;MB 229.1/229.3;8.0;W 920/45;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Toyota;RAV4;2012;2015;2.0L / 2.5L;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN/ILSAC GF-5, 0W-20;4.4;HU 7025 Z;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Toyota;RAV4;2012;2015;2.2 D-4D;дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;ACEA C2;5.9;HU 7019 z;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Citroen;C3 Picasso;2010;2015;1.4 VTi / 1.6 VTi;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;PSA B71 2290 / B71 2296, 5W-30;4.25;HU 711/51 X;нет данных;нет данных;C 35 110;нет данных;нет данных;CU 29 003-2;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Citroen;C3 Picasso;2010;2015;1.6 HDi;дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;PSA B71 2290, 5W-30 (ACEA C2);3.75;HU 716/2 X;нет данных;нет данных;C 3282;нет данных;нет данных;CU 29 003-2;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Citroen;Xsara;2008;2010;1.6 16V;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;PSA B71 2290 / B71 2296, 5W-40;3.25;HU 711/51 X;нет данных;нет данных;C 24 005;нет данных;нет данных;CU 33 004;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Citroen;Xsara;2008;2010;1.6 HDi;дизель;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;PSA B71 2290, 5W-30 (ACEA C2);3.8;HU 711/51 X;нет данных;нет данных;C 3282;нет данных;нет данных;CU 33 004;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Daewoo;Gentra;2014;2015;1.5 (B15D2);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;GM Dexos 1, API SN, 5W-30;3.75;W 6021;нет данных;нет данных;C 3028;нет данных;нет данных;CU 1719;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Daewoo;Lanos;2008;2010;1.5L / 1.6L 16V;бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN / SL, ACEA A3/B4, 5W-40;3.75;W 712/75;нет данных;нет данных;C 22 006;нет данных;нет данных;CU 28 004;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Daewoo;Matiz;2007;2010;0.8L (F8CV);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN/SP, ACEA A5/B5, 5W-30;2.7;W 67/2;нет данных;нет данных;C 19 008;нет данных;нет данных;CU 1719;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
Daewoo;Matiz;2007;2010;1.0L (LQ4/B10S);бензин;NGN PROFI 5W-30;V172085301;NGN GOLD 5W-40;V172085302;API SN/SP, ACEA A5/B5, 5W-30;3.2;W 67/2;нет данных;нет данных;C 23 001;нет данных;нет данных;CU 1719;нет данных;нет данных;Заполнено агентом;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;нет данных;NGN A-LINE 5W-30;V182575117;NGN A-LINE 5W-40;V182575120
